link;price;title;title_short;annotation
https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-xxr-527-r18-8.75-9.75-j-5-114.3-100-h022-h023-66112838.html;32900;NEW! Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);Разноширокие XXR 527 R18 8.75 / 9.75j 5*114.3/100 (H022-H023);"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-8j-et-28-5-114.3-d162-63488172.html;21900;NEW! Комплект дисков Volk Racing TE37 SL R16 8j ET+28 5*114.3 (D162);Volk Racing TE37 SL R16 8j ET+28 5*114.3 (D162);"8.0x16"", 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-et-35-5-114.3-d161-63488131.html;21900;NEW! Комплект дисков Volk Racing TE37 SL R16 7j ET+35 5*114.3 (D161);Volk Racing TE37 SL R16 7j ET+35 5*114.3 (D161);"7.0x16"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/vossen-cv3-r18-8.5-et-35-5-112-g349-47762834.html;24999;Vossen CV3 R18 8.5 ET+35 5*112 (G349);Vossen CV3 R18 8.5 ET+35 5*112 (G349);"8.5x18"", 5x112.00, ET35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-vossen-cv3-r18-8.5-9.5-et-35-5-112-g349-g350-47762807.html;24999;NEW! Разноширокие Vossen CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);Разноширокие Vossen CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);"8.5/9.5x18"", 5x112.00, ET35/35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162-63487713.html;21900;NEW! Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162);Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162);"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r18-8.5-9.5-et-35-5-112-g349-g350-47762756.html;24999;NEW! Комплект дисков Vossen CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);Vossen CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);"8.5/9.5x18"", 5x112.00, ET35/35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-volk-racing-ce28-r18-8.5-j-9.5-j-5-114.3-100-d140-d141-56724924.html;29990;Комплект дисков Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);Volk Racing CE28 R18 8.5j/9.5j 5*114.3/100 (D140 D141);"8.5/9.5x18"", 5x100.00, 5x114.30, ET30/30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r18-8.5-et-35-5-112-g349-47762733.html;24999;NEW! Комплект дисков Vossen CV3 R18 8.5 ET+35 5*112 (G349);Vossen CV3 R18 8.5 ET+35 5*112 (G349);"8.5x18"", 5x112.00, ET35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r18-9.5-et-35-5-112-g350-47762691.html;24999;NEW! Комплект дисков Vossen CV3 R18 9.5 ET+35 5*112 (G350);Vossen CV3 R18 9.5 ET+35 5*112 (G350);"9.5x18"", 5x112.00, ET35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-stance-magic-290-r18-9.5-j-10.5-j-5-114.3-j094-j095-54640790.html;27900;Разноширокие Stance Magic 290 R18 9.5j/10.5j 5*114.3 (J094 J095);Разноширокие Stance Magic 290 R18 9.5j/10.5j 5*114.3 (J094 J095);"9.5/10.5x18"", 5x114.30, ET22/25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokie-enkei-rpf1-r18-8.5-9.5-5-120-flow-forming-v013-v014-62363646.html;30900;Разноширокие Enkei RPF1 R18 8.5/9.5 5*120 Flow Forming (V013 V014);Разноширокие Enkei RPF1 R18 8.5/9.5 5*120 Flow Forming (V013 V014);"8.5/9.5x18"", 5x120.00, ET40/40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/gt/zadnij-bamper-m-sport-na-subaru-impreza-gdb-v9-105-107-44719937.html;3000;Задний бампер M-Sport на Subaru Impreza GDB V9 (105 - 107);Задний бампер M-Sport на Subaru Impreza GDB V9 (105 - 107);
https://baza.drom.ru/vladivostok/gt/porogi-m-sport-na-subaru-impreza-gdb-v9-105-107-44719936.html;3000;Пороги M-Sport на Subaru Impreza GDB V9 (105 - 107);Пороги M-Sport на Subaru Impreza GDB V9 (105 - 107);
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-5-100-d157a-63487649.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 5*100 (D157A);Volk Racing TE37 SL R15 7j ET30 5*100 (D157A);"7.0x15"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-5-100-d157-63487600.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 5*100 (D157);Volk Racing TE37 SL R15 7j ET30 5*100 (D157);"7.0x15"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-work-equip-01-r15-7j-et30-4-100-l018-63764112.html;19900;NEW! Комплект дисков Work Equip 01 R15 7j ET30 4*100 (L018);Work Equip 01 R15 7j ET30 4*100 (L018);"7.0x15"", 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/supercena-cv3-r18-8.5-9.5-et-35-5-112-g349-g350-54462559.html;24999;Суперцена! CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);Суперцена CV3 R18 8.5/9.5 ET+35 5*112 (G349 G350);"8.5/9.5x18"", 5x112.00, ET35/35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r18-11j-et18-5-114.3-d149b-60357049.html;29900;NEW! Комплект дисков Volk Racing TE37 SL R18 11j ET18 5*114.3 (D149B);Volk Racing TE37 SL R18 11j ET18 5*114.3 (D149B);"11.0x18"", 5x114.30, ET18, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-5-114-3-d158a-63487107.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 5*114,3 (D158A);Volk Racing TE37 SL R15 7j ET30 5*114,3 (D158A);"7.0x15"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r19-10.0-jj-et-42-5-114.3-g330-44777242.html;32900;NEW! Комплект дисков Vossen CV3 R19 10.0jj ET+42 5*114.3 (G330);Vossen CV3 R19 10.0jj ET+42 5*114.3 (G330);"10.0x19"", 5x114.30, ET42, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-5-114-3-d158-63487051.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 5*114,3 (D158);Volk Racing TE37 SL R15 7j ET30 5*114,3 (D158);"7.0x15"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-9.0-j-et35-5-112-b0171-66353504.html;28900;NEW! Комплект дисков HRE Style P101 R18 9.0j ET35 5*112 (B0171);HRE Style P101 R18 9.0j ET35 5*112 (B0171);"9.0x18"", 5x112.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-j-et35-5-112-b0161-66353493.html;28900;NEW! Комплект дисков HRE Style P101 R18 8.0j ET35 5*112 (B0161);HRE Style P101 R18 8.0j ET35 5*112 (B0161);"8.0x18"", 5x112.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-black-rhino-taupo-r18-j8-5-et-0-5-127-r117-59763070.html;43999;NEW! Комплект дисков Black Rhino Taupo R18 J8.5 ET-0 5*127 (R117);Black Rhino Taupo R18 J8.5 ET-0 5*127 (R117);"8.5x18"", 5x127.00, ET0, ЦО 71,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-9.0-j-5-112-b0161-b0171-66353475.html;28900;NEW! Комплект дисков HRE Style P101 R18 8.0/9.0j 5*112 (B0161 B0171);HRE Style P101 R18 8.0/9.0j 5*112 (B0161 B0171);"8.0/9.0x18"", 5x112.00, ET35/35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d156a-63486992.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D156A);Volk Racing TE37 SL R15 7j ET30 4*100 (D156A);"7.0x15"", 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-work-meister-s1-r18-9.5-j-et30-5-112-l003-1-62318738.html;29900;NEW! Комплект дисков WORK Meister S1 R18 9.5j ET30 5*112 (L003/1);WORK Meister S1 R18 9.5j ET30 5*112 (L003/1);"9.5x18"", 5x112.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d156a-63486992.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D156A);Volk Racing TE37 SL R15 7j ET30 4*100 (D156A);"7.0x15"", 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-work-meister-s1-r18-9.5-j-et30-5-112-l003-1-62318738.html;29900;NEW! Комплект дисков WORK Meister S1 R18 9.5j ET30 5*112 (L003/1);WORK Meister S1 R18 9.5j ET30 5*112 (L003/1);"9.5x18"", 5x112.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-9.0-j-et35-5-114.3-b017-66353411.html;28900;NEW! Комплект дисков HRE Style P101 R18 9.0j ET35 5*114.3 (B017);HRE Style P101 R18 9.0j ET35 5*114.3 (B017);"9.0x18"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d156-63486921.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D156);Volk Racing TE37 SL R15 7j ET30 4*100 (D156);"7.0x15"", 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/ves-8-9-i-9-6kg-enkei-rpf1-r18-8.5-9.5-5-120-flow-forming-v013-v014-62363822.html;30900;ВЕС 8,9 и 9,6кг! Enkei RPF1 R18 8.5/9.5 5*120 Flow Forming (V013 V014);ВЕС 8,9 и 9,6кг Enkei RPF1 R18 8.5/9.5 5*120 Flow Forming (V013 V014);"8.5/9.5x18"", 5x120.00, ET40/40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-advan-rs-r18-8.0-jj-et35-5-100-e051-2-59040626.html;27900;NEW! Комплект дисков Advan RS R18 8.0jj ET35 5*100 (E051/2);Advan RS R18 8.0jj ET35 5*100 (E051/2);"8.0x18"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-black-rhino-sidewinder-r18-j9-et-0-6-139.7-r115-59762722.html;43999;NEW! Комплект дисков Black Rhino Sidewinder R18 J9 ET-0 6*139.7 (R115);Black Rhino Sidewinder R18 J9 ET-0 6*139.7 (R115);"9.0x18"", 6x139.70, ET0, ЦО 108,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r19-10.5-jj-et-25-5-114.3-g328-44775813.html;32900;NEW! Комплект дисков Vossen CV3 R19 10.5jj ET+25 5*114.3 (G328);Vossen CV3 R19 10.5jj ET+25 5*114.3 (G328);"10.5x19"", 5x114.30, ET25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-9.75-j-et-20-5-114.3-100-h023-1-59042126.html;32900;NEW! Комплект дисков XXR 527 R18 9.75j ET+20 5*114.3/100 (H023/1);XXR 527 R18 9.75j ET+20 5*114.3/100 (H023/1);"9.75x18"", 5x100.00, 5x114.30, ET20, ЦО 73,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-8.75-j-et-30-5-114.3-100-h022-59041955.html;32900;NEW! Комплект дисков XXR 527 R18 8.75j ET+30 5*114.3/100 (H022);XXR 527 R18 8.75j ET+30 5*114.3/100 (H022);"8.75x18"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-enkei-rpf1-r18-9.5-j-et-40-5-114.3-flow-forming-v002-61336126.html;30900;Комплект дисков Enkei RPF1 R18 9.5j ET+40 5*114.3 Flow Forming (V002);Enkei RPF1 R18 9.5j ET+40 5*114.3 Flow Forming (V002);"9.5x18"", 5x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-weds-sport-r18-10.5-j-et28-5-114.3-n028-54712236.html;28900;Комплект дисков WEDS Sport R18 10.5j ET28 5*114.3 (N028);WEDS Sport R18 10.5j ET28 5*114.3 (N028);"10.5x18"", 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-weds-sport-r18-10.5-j-et28-5-114.3-n030-54712230.html;28900;Комплект дисков WEDS Sport R18 10.5j ET28 5*114.3 (N030);WEDS Sport R18 10.5j ET28 5*114.3 (N030);"10.5x18"", 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-shtatnye-diski-dlja-lexus-toyota-lc200-r18-j8-et58-5-150-p032-54086959.html;28900;NEW! Штатные диски для Lexus/Toyota LC200 R18 J8 ET58 5*150 (P032);Штатные диски для Lexus/Toyota LC200 R18 J8 ET58 5*150 (P032);"8.0x18"", 5x150.00, ET58, ЦО 110,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-enkei-rpf1-r18-8.5-j-et-40-5-114.3-flow-forming-v001-61336029.html;30900;Комплект дисков Enkei RPF1 R18 8.5j ET+40 5*114.3 Flow Forming (V001);Enkei RPF1 R18 8.5j ET+40 5*114.3 Flow Forming (V001);"8.5x18"", 5x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/raznoshirokij-komplekt-enkei-rpf1-r18-8.5-9.5-flow-forming-v001-v002-61334806.html;30900;Разноширокий комплект Enkei RPF1 R18 8.5/9.5 Flow Forming (V001 V002);Разноширокий комплект Enkei RPF1 R18 8.5/9.5 Flow Forming (V001 V002);"8.5/9.5x18"", 5x114.30, ET40/40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-worx-801-triad-r20-j9-et18-6-139.7-r077-50223080.html;54999;NEW! Комплект дисков WORX 801 Triad R20 J9 ET18 6*139.7 (R077);WORX 801 Triad R20 J9 ET18 6*139.7 (R077);"9.0x20"", 6x139.70, ET18, ЦО 108,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-volk-racing-te37sl-r18-9j-et-30-5-100-d100-43416946.html;28900;NEW! Volk Racing TE37SL R18 9j ET+30 5*100 (D100);Volk Racing TE37SL R18 9j ET+30 5*100 (D100);"9.0x18"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-9j-et25-5-100-d146-3-57541401.html;24900;NEW! Комплект дисков Volk Racing TE37SL R17 9j ET25 5*100 (D146/3);Volk Racing TE37SL R17 9j ET25 5*100 (D146/3);"9.0x17"", 5x100.00, ET25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-para-diskov-bbs-lm-18-9.0-jj-et-38-5-100-f022-44891334.html;10000;"NEW! Пара дисков BBS LM 18"" 9.0jj ET+38 5*100 (F022)";"дисков BBS LM 18"" 9.0jj ET+38 5*100 (F022)";"9.0x18"", 5x100.00, ET38, ЦО 73,0мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-8jj-et35-5-100-d145-2-57541263.html;24900;NEW! Комплект дисков Volk Racing TE37SL R17 8jj ET35 5*100 (D145/2);Volk Racing TE37SL R17 8jj ET35 5*100 (D145/2);"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-114.3-d120-d122-2-52825977.html;25900;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*114.3 (D120 D122/2);Разноширокие Volk Racing TE37SL R17 8j/9j 5*114.3 (D120 D122/2);"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-9j-10j-5-114.3-d122-d113b-52827738.html;24900;NEW! Разноширокие Volk Racing TE37SL R17 9j/10j 5*114.3 (D122 D113B);Разноширокие Volk Racing TE37SL R17 9j/10j 5*114.3 (D122 D113B);"9.0/10.0x17"", 5x114.30, ET25/20, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r19-8.5-j-et-40-5-114.3-g318-44774881.html;32900;NEW! Комплект дисков Vossen CV3 R19 8.5j ET+40 5*114.3 (G318);Vossen CV3 R19 8.5j ET+40 5*114.3 (G318);"8.5x19"", 5x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-9j-et25-5-100-d146-1-57541021.html;24900;NEW! Комплект дисков Volk Racing TE37SL R17 9j ET25 5*100 ( D146/1);Volk Racing TE37SL R17 9j ET25 5*100 ( D146/1);"9.0x17"", 5x100.00, ET25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r16-8j-et-30-5-100-d136-a-55768312.html;21900;NEW! Комплект дисков Volk Racing TE37SL R16 8J ET+30 5*100 (D136 A);Volk Racing TE37SL R16 8J ET+30 5*100 (D136 A);"8.0x16"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r19-8-5-10.5-jj-5-114.3-g322-g326-44774570.html;32900;NEW! Комплект дисков Vossen CV3 R19 8,5/10.5jj 5*114.3 (G322 G326);Vossen CV3 R19 8,5/10.5jj 5*114.3 (G322 G326);"8.5/10.5x19"", 5x114.30, ET40/25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-9j-et25-5-100-d146-57540698.html;24900;NEW! Комплект дисков Volk Racing TE37SL R17 9j ET25 5*100 (D146);Volk Racing TE37SL R17 9j ET25 5*100 (D146);"9.0x17"", 5x100.00, ET25, ЦО 73,1мм."
