link;price;title;title_short;annotation;diameter;width;et;type;dia;retail_price;brand;img;img_full;seller;pcd;holes
https://baza.drom.ru/vladivostok/wheel/disc/new-xxr-527-r18-8.75-9.75-j-et-30-20-5-114.3-100-h022-h023-49698752.html;32900;NEW! XXR 527 R18 8.75 / 9.75j ET+30/+20 5*114.3/100 (H022-H023);XXR 527;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";18.0;8.75;20.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1511343512034_bulletin;https://static.baza.farpost.ru/drom/1511343512034_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-xxr-527-r18-8.75-9.75-j-et-30-20-5-114.3-100-h022-h023-49698752.html;32900;NEW! XXR 527 R18 8.75 / 9.75j ET+30/+20 5*114.3/100 (H022-H023);XXR 527;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";18.0;9.75;30.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1511343512034_bulletin;https://static.baza.farpost.ru/drom/1511343512034_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-xxr-527-r18-8.75-9.75-j-et-30-20-5-114.3-100-h022-h023-49698752.html;32900;NEW! XXR 527 R18 8.75 / 9.75j ET+30/+20 5*114.3/100 (H022-H023);XXR 527;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";18.0;9.75;30.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1511343512034_bulletin;https://static.baza.farpost.ru/drom/1511343512034_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-xxr-527-r18-8.75-9.75-j-et-30-20-5-114.3-100-h022-h023-49698752.html;32900;NEW! XXR 527 R18 8.75 / 9.75j ET+30/+20 5*114.3/100 (H022-H023);XXR 527;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";18.0;9.75;20.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1511343512034_bulletin;https://static.baza.farpost.ru/drom/1511343512034_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-xxr-527-r18-8.75-9.75-j-et-30-20-5-114.3-100-h022-h023-49698752.html;32900;NEW! XXR 527 R18 8.75 / 9.75j ET+30/+20 5*114.3/100 (H022-H023);XXR 527;"8.75/9.75x18"", 5x100.00, 5x114.30, ET30/20, ЦО 73,0мм.";18.0;9.75;20.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1511343512034_bulletin;https://static.baza.farpost.ru/drom/1511343512034_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/dipovye-work-emotion-cr-kiwami-r17-7.5-jj-et-35-5-100-114.3-1l028-64037063.html;23900;Диповые Work Emotion CR Kiwami R17 7.5jj ET+35 5*100/114.3 (1L028);Work Emotion CR Kiwami (диповые);"7.5x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";17.0;7.5;35.0;Литой;73.1;28900;Work Emotion CR Kiwami;https://static.baza.farpost.ru/drom/1528358030169_bulletin;https://static.baza.farpost.ru/drom/1528358030169_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/dipovye-work-emotion-cr-kiwami-r17-7.5-jj-et-35-5-100-114.3-1l028-64037063.html;23900;Диповые Work Emotion CR Kiwami R17 7.5jj ET+35 5*100/114.3 (1L028);Work Emotion CR Kiwami (диповые);"7.5x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";17.0;7.5;35.0;Литой;73.1;28900;Work Emotion CR Kiwami;https://static.baza.farpost.ru/drom/1528358030169_bulletin;https://static.baza.farpost.ru/drom/1528358030169_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-rota-volk-racing-te37sl-r17-8j-9j-5-114.3-d147-d117-57566045.html;24900;NEW! ROTA / Volk Racing TE37SL R17 8j/9j 5*114.3 (D147 D117);ROTA / Volk Racing TE37 SL;"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";17.0;8.0;35.0;Литой;73.1;29900;ROTA VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1520576094108_bulletin;https://static.baza.farpost.ru/drom/1520576094108_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-rota-volk-racing-te37sl-r17-8j-9j-5-114.3-d147-d117-57566045.html;24900;NEW! ROTA / Volk Racing TE37SL R17 8j/9j 5*114.3 (D147 D117);ROTA / Volk Racing TE37 SL;"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";17.0;8.0;25.0;Литой;73.1;29900;ROTA VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1520576094108_bulletin;https://static.baza.farpost.ru/drom/1520576094108_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-rota-volk-racing-te37sl-r17-8j-9j-5-114.3-d147-d117-57566045.html;24900;NEW! ROTA / Volk Racing TE37SL R17 8j/9j 5*114.3 (D147 D117);ROTA / Volk Racing TE37 SL;"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";17.0;9.0;35.0;Литой;73.1;29900;ROTA VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1520576094108_bulletin;https://static.baza.farpost.ru/drom/1520576094108_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-rota-volk-racing-te37sl-r17-8j-9j-5-114.3-d147-d117-57566045.html;24900;NEW! ROTA / Volk Racing TE37SL R17 8j/9j 5*114.3 (D147 D117);ROTA / Volk Racing TE37 SL;"8.0/9.0x17"", 5x114.30, ET35/25, ЦО 73,1мм.";17.0;9.0;25.0;Литой;73.1;29900;ROTA VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1520576094108_bulletin;https://static.baza.farpost.ru/drom/1520576094108_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-advan-rs-r17-8.0-jj-et38-5-114.3-5-100-e050-55460020.html;23900;Комплект дисков Advan RS R17 8.0jj ET38 5*114.3 / 5*100 (E050);Advan RS;"8.0x17"", 5x100.00, 5x114.30, ET38, ЦО 73,1мм.";17.0;8.0;38.0;Литой;73.1;28900;Advan;https://static.baza.farpost.ru/drom/1511342000625_bulletin;https://static.baza.farpost.ru/drom/1511342000625_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/komplekt-diskov-advan-rs-r17-8.0-jj-et38-5-114.3-5-100-e050-55460020.html;23900;Комплект дисков Advan RS R17 8.0jj ET38 5*114.3 / 5*100 (E050);Advan RS;"8.0x17"", 5x100.00, 5x114.30, ET38, ЦО 73,1мм.";17.0;8.0;38.0;Литой;73.1;28900;Advan;https://static.baza.farpost.ru/drom/1511342000625_bulletin;https://static.baza.farpost.ru/drom/1511342000625_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-j-30-5-114.3-100-h030-35458852.html;27900;NEW! Комплект дисков XXR 527 R17 8.25j +30 5*114.3/100 (H030);XXR 527;"8.25x17"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";17.0;8.25;30.0;Литой;73.0;32900;XXR;https://static.baza.farpost.ru/drom/1511345344214_bulletin;https://static.baza.farpost.ru/drom/1511345344214_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-j-30-5-114.3-100-h030-35458852.html;27900;NEW! Комплект дисков XXR 527 R17 8.25j +30 5*114.3/100 (H030);XXR 527;"8.25x17"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";17.0;8.25;30.0;Литой;73.0;32900;XXR;https://static.baza.farpost.ru/drom/1511345344214_bulletin;https://static.baza.farpost.ru/drom/1511345344214_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-work-equip-03-r15-7j-et30-4-100-l017-63967017.html;19900;NEW! Комплект дисков Work Equip 03 R15 7j ET30 4*100 (L017);Work Equip 03;"7.0x15"", 4x100.00, ET30, ЦО 73,1мм.";15.0;7.0;30.0;Литой;73.1;24900;Work Equip 03;https://static.baza.farpost.ru/drom/1528172983667_bulletin;https://static.baza.farpost.ru/drom/1528172983667_default;Aniku;100.0;4
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-100-d160-d136-63488294.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*100 (D160 D136);Volk Racing TE37 SL;"7.0/8.0x16"", 5x100.00, ET35/28, ЦО 73,1мм.";16.0;7.0;35.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526565358407_bulletin;https://static.baza.farpost.ru/drom/1526565358407_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-100-d160-d136-63488294.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*100 (D160 D136);Volk Racing TE37 SL;"7.0/8.0x16"", 5x100.00, ET35/28, ЦО 73,1мм.";16.0;7.0;28.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526565358407_bulletin;https://static.baza.farpost.ru/drom/1526565358407_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-100-d160-d136-63488294.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*100 (D160 D136);Volk Racing TE37 SL;"7.0/8.0x16"", 5x100.00, ET35/28, ЦО 73,1мм.";16.0;8.0;35.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526565358407_bulletin;https://static.baza.farpost.ru/drom/1526565358407_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-100-d160-d136-63488294.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*100 (D160 D136);Volk Racing TE37 SL;"7.0/8.0x16"", 5x100.00, ET35/28, ЦО 73,1мм.";16.0;8.0;28.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526565358407_bulletin;https://static.baza.farpost.ru/drom/1526565358407_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-j-30-5-114.3-100-h030-66112978.html;27900;NEW! Комплект дисков XXR 527 R17 8.25j +30 5*114.3/100 (H030);XXR 527;"8.25x17"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";17.0;8.25;30.0;Литой;73.0;32900;XXR;https://static.baza.farpost.ru/drom/1535723596344_bulletin;https://static.baza.farpost.ru/drom/1535723596344_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-j-30-5-114.3-100-h030-66112978.html;27900;NEW! Комплект дисков XXR 527 R17 8.25j +30 5*114.3/100 (H030);XXR 527;"8.25x17"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";17.0;8.25;30.0;Литой;73.0;32900;XXR;https://static.baza.farpost.ru/drom/1535723596344_bulletin;https://static.baza.farpost.ru/drom/1535723596344_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-8j-et-28-5-114.3-d162a-63488272.html;21900;NEW! Комплект дисков Volk Racing TE37 SL R16 8j ET+28 5*114.3 (D162A);Volk Racing TE37 SL;"8.0x16"", 5x114.30, ET28, ЦО 73,1мм.";16.0;8.0;28.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526565187193_bulletin;https://static.baza.farpost.ru/drom/1526565187193_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/novinka-original-komplekt-diskov-shogun-a1-r17-8.5-j-et20-5-100-s026-63860629.html;25900;Новинка! Оригинал! Комплект дисков Shogun A1 R17 8.5j ET20 5*100 (S026);Shogun A1;"8.5x17"", 5x100.00, ET20, ЦО 73,1мм.";17.0;8.5;20.0;Литой;73.1;30900;Shogun;https://static.baza.farpost.ru/drom/1527774791838_bulletin;https://static.baza.farpost.ru/drom/1527774791838_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-et-35-5-114.3-d161a-63488248.html;21900;NEW! Комплект дисков Volk Racing TE37 SL R16 7j ET+35 5*114.3 (D161A);Volk Racing TE37 SL;"7.0x16"", 5x114.30, ET35, ЦО 73,1мм.";16.0;7.0;35.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526565103966_bulletin;https://static.baza.farpost.ru/drom/1526565103966_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-9.75-j-et-20-5-114.3-100-h023-1-66112946.html;32900;NEW! Комплект дисков XXR 527 R18 9.75j ET+20 5*114.3/100 (H023/1);XXR 527;"9.75x18"", 5x100.00, 5x114.30, ET20, ЦО 73,0мм.";18.0;9.75;20.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1535723475870_bulletin;https://static.baza.farpost.ru/drom/1535723475870_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-9.75-j-et-20-5-114.3-100-h023-1-66112946.html;32900;NEW! Комплект дисков XXR 527 R18 9.75j ET+20 5*114.3/100 (H023/1);XXR 527;"9.75x18"", 5x100.00, 5x114.30, ET20, ЦО 73,0мм.";18.0;9.75;20.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1535723475870_bulletin;https://static.baza.farpost.ru/drom/1535723475870_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";16.0;7.0;35.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";16.0;7.0;28.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";16.0;8.0;35.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r16-7j-8j-5-114.3-d161-d162a-63488201.html;21900;NEW Комплект дисков Volk Racing TE37 SL R16 7j/8j 5*114.3 (D161 D162A);Volk Racing TE37 SL;"7.0/8.0x16"", 5x114.30, ET35/28, ЦО 73,1мм.";16.0;8.0;28.0;Литой;73.1;26900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526564938696_bulletin;https://static.baza.farpost.ru/drom/1526564938696_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/novinka-original-komplekt-diskov-shogun-a1-r17-8.5-j-et20-5-100-s025-63860483.html;25900;Новинка! Оригинал! Комплект дисков Shogun A1 R17 8.5j ET20 5*100 (S025);Shogun A1;"8.5x17"", 5x100.00, ET20, ЦО 73,1мм.";17.0;8.5;20.0;Литой;73.1;30900;Shogun;https://static.baza.farpost.ru/drom/1527774561181_bulletin;https://static.baza.farpost.ru/drom/1527774561181_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-8.75-j-et-30-5-114.3-100-h022-66112920.html;32900;NEW! Комплект дисков XXR 527 R18 8.75j ET+30 5*114.3/100 (H022);XXR 527;"8.75x18"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";18.0;8.75;30.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1535723397396_bulletin;https://static.baza.farpost.ru/drom/1535723397396_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r18-8.75-j-et-30-5-114.3-100-h022-66112920.html;32900;NEW! Комплект дисков XXR 527 R18 8.75j ET+30 5*114.3/100 (H022);XXR 527;"8.75x18"", 5x100.00, 5x114.30, ET30, ЦО 73,0мм.";18.0;8.75;30.0;Литой;73.0;37900;XXR;https://static.baza.farpost.ru/drom/1535723397396_bulletin;https://static.baza.farpost.ru/drom/1535723397396_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d151c-63404255.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D151C);Volk Racing TE37 SL;"7.0x15"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";15.0;7.0;30.0;Литой;73.1;24900;RAYS VOLK RACING TE37;https://static.baza.farpost.ru/drom/1526345372831_bulletin;https://static.baza.farpost.ru/drom/1526345372831_default;Aniku;98.0;4
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37-sl-r15-7j-et30-4-100-d151c-63404255.html;19900;NEW! Комплект дисков Volk Racing TE37 SL R15 7j ET30 4*100 (D151C);Volk Racing TE37 SL;"7.0x15"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";15.0;7.0;30.0;Литой;73.1;24900;RAYS VOLK RACING TE37;https://static.baza.farpost.ru/drom/1526345372831_bulletin;https://static.baza.farpost.ru/drom/1526345372831_default;Aniku;100.0;4
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r18-9j-et-30-5-100-d100a-63407479.html;28900;NEW! Комплект дисков Volk Racing TE37SL R18 9j ET+30 5*100 (D100A);Volk Racing TE37 SL;"9.0x18"", 5x100.00, ET30, ЦО 73,1мм.";18.0;9.0;30.0;Литой;73.1;33900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1526352268610_bulletin;https://static.baza.farpost.ru/drom/1526352268610_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;27900;NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";17.0;8.25;30.0;Литой;73.0;32900;XXR 527;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;27900;NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";17.0;8.25;30.0;Литой;73.0;32900;XXR 527;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;Aniku;114.3;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;27900;NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";17.0;8.25;25.0;Литой;73.0;32900;XXR 527;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;Aniku;100.0;5
https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xxr-527-r17-8.25-9.75-j-5-114.3-100-h030-h051-59042195.html;27900;NEW! Комплект дисков XXR 527 R17 8.25 / 9.75j 5*114.3/100 (H030-H051);XXR 527;"8.25/9.75x17"", 5x100.00, 5x114.30, ET30/25, ЦО 73,0мм.";17.0;8.25;25.0;Литой;73.0;32900;XXR 527;https://static.baza.farpost.ru/drom/1511344385085_bulletin;https://static.baza.farpost.ru/drom/1511344385085_default;Aniku;114.3;5
