link;price;title;title_short;annotation
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-60210649.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weld-61486059.html;25999;Комплект дисков Weld;Weld;"10.5x18"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-vossen-cv4-61916520.html;21999;New! Vossen CV4;Vossen CV4;"8.0x17"", 5x114.30, ET31, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-62851158.html;21999;Комплект дисков Rays te37;Rays te37;"8.0x17"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-work-polka-62940283.html;26999;New! Комплект Work полка;Work полка;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-63194451.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-bronza-shogun-a1-65080792.html;26999;New! Бронза. Shogun A1;Бронза. Shogun A1;"8.5x18"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-53910137.html;25999;Комплект дисков Vossen CV3;Vossen CV3;"8.0/9.0x18"", 5x114.30, ET40/37, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-57912413.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.0x17"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-work-t7r-62811665.html;26999;New! Комплект дисков Work T7R;Work T7R;"8.5/9.5x18"", 5x114.30, ET33/25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-63830650.html;33000;Комплект дисков Vossen VFS2;Vossen VFS2;"9.5x19"", 5x114.30, ET32, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-64155315.html;21999;Комплект дисков Weds;Weds;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-equip-03-64427840.html;14999;NEW! Work Equip 03;Work Equip 03;"7.0x15"", 4x100.00, ET18, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64841298.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5x18"", 5x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-cosmis-racing-mrii-65095247.html;25999;NEW! Cosmis Racing MRII;Cosmis Racing MRII;"9.5x18"", 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-ce28-52273850.html;21999;Комплект дисков Rays CE28;Rays CE28;"9.0x17"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-cr-kai-55549107.html;25999;Комплект дисков Work Cr-Kai;Work Cr-Kai;"8.5x18"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-57318603.html;20999;Комплект дисков Rays;Rays;"9.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-58125931.html;26999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0x18"", 5x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-59797931.html;26999;Комплект дисков Weds;Weds;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60269523.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-61848208.html;21999;Комплект дисков Rays;Rays;"8.0x17"", 4x100.00, 4x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-53748317.html;25999;Комплект дисков Rays;Rays;"8.5x18"", 5x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-55276590.html;26999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0/9.0x18"", 5x114.30, ET40/38, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-55388493.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-55388500.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weld-57580724.html;25999;Комплект дисков Weld;Weld;"9.5/10.5x18"", 5x114.30, ET25/30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-62494545.html;33000;Комплект дисков;;"9.0x19"", 5x112.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64214415.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0/9.0x17"", 5x100.00, 5x114.30, ET35/28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-weds-59572290.html;21999;New! Комплект Weds;Weds;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271686.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-62259851.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-62608202.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x114.30, ET42, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-62675082.html;26999;Комплект дисков Work;Work;"9.5x18"", 5x114.30, ET25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-ce28-62851438.html;17999;Комплект дисков Rays CE28;Rays CE28;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-64874635.html;26999;Комплект дисков XXR 527;XXR 527;"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-64902601.html;26999;New! Shogun A1;Shogun A1;"8.5x18"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-64914632.html;24999;Комплект дисков Work;Work;"9.5x18"", 5x100.00, 5x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs1-inforged-62458885.html;21999;Комплект дисков Vossen VFS1 inforged;Vossen VFS1 inforged;"7.5x17"", 5x100.00, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-62602095.html;26999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"9.5x18"", 5x100.00, 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-work-t7r-62811692.html;26999;New! Комплект дисков Work T7R;Work T7R;"8.5x18"", 5x114.30, ET33, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-62983043.html;26999;Комплект дисков Work;Work;"8.5/9.5x18"", 5x114.30, ET33/25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-63302278.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64851136.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-3sdm-64914039.html;20999;Комплект дисков 3SDM;3SDM;"9.0x17"", 5x100.00, ET30, ЦО 57,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-xxr-527-64914553.html;26999;New! Комплект дисков XXR 527;XXR 527;"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-65229738.html;15999;Комплект дисков XXR 527;XXR 527;"8.25x15"", 4x100.00, 4x114.30, ET0, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-work-t7r-63199800.html;26999;New! Комплект Work T7R;Work T7R;"8.5x18"", 5x114.30, ET33, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-64202102.html;15999;Комплект дисков Rays te37;Rays te37;"8.0x15"", 4x100.00, ET10, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-work-emotion-cr2p-64914488.html;25999;New! Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271289.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-bbs-61486717.html;22999;Комплект дисков BBS;BBS;"8.0x17"", 4x100.00, 4x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-62127069.html;24999;Комплект дисков Vossen CV3;Vossen CV3;"8.0x18"", 5x120.00, ET35, ЦО 72,6мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-weds-62333625.html;21999;NEW! Комплект Weds;Weds;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-weds-62333710.html;21999;NEW! Комплект дисков Weds;Weds;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv5-62819567.html;21999;Комплект дисков Vossen CV5;Vossen CV5;"7.5x17"", 5x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37v-63071643.html;25999;Комплект дисков Rays TE37V;Rays TE37V;"8.5/9.5x18"", 5x114.30, ET40/35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-64211184.html;15999;Комплект дисков Rays te37;Rays te37;"8.0x15"", 4x100.00, ET10, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-53210778.html;24999;Комплект дисков Work;Work;"9.5x18"", 5x100.00, 5x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-3sdm-54322971.html;20999;Комплект дисков 3SDM;3SDM;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-54870144.html;21999;New! Shogun A1;Shogun A1;"8.5x17"", 5x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-59158905.html;20999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0x17"", 5x114.30, ET37, ЦО 67,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-60795578.html;21999;Комплект дисков Weds;Weds;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-60838105.html;21999;Комплект дисков Weds;Weds;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-novye-wald-renovatio-r11c-61515646.html;37999;NEW ! Новые WALD Renovatio R11C;WALD Renovatio R11C;"8.5x20"", 5x150.00, ET40, ЦО 110,1мм."
https://baza.drom.ru/chita/wheel/disc/new-vossen-cv4-61916481.html;21999;New! Vossen CV4;Vossen CV4;"8.0x17"", 5x114.30, ET31, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-work-t7r-63199781.html;26999;New! Комплект Work T7R;Work T7R;"9.5x18"", 5x114.30, ET25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-vossen-cv5-63215324.html;21999;New! Комплект Vossen CV5;Vossen CV5;"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64914650.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv4-51578853.html;25999;Комплект дисков Vossen CV4;Vossen CV4;"8.5x18"", 5x114.30, ET31, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-53315522.html;27999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0/9.0x18"", 5x112.00, ET35/33, ЦО 66,5мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-56604579.html;25999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-bbs-59503579.html;16999;Комплект дисков BBS;BBS;"7.5x16"", 4x100.00, 4x114.30, ET18, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-60795504.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x100.00, ET25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-rays-te37-61605539.html;26999;New! Комплект дисков Rays te37;Rays te37;"9.0/10.0x18"", 5x114.30, ET30/27, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/dip-belye-shogun-a1-62280101.html;26999;Дип. Белые. Shogun A1;Дип. Белые. Shogun A1;"10.5x18"", 5x114.30, ET15, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-rays-te37-62820433.html;26999;New! Комплект дисков Rays te37;Rays te37;"8.5x18"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62938464.html;21999;Комплект дисков XXR 527;XXR 527;"9.0x17"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-63216134.html;21999;Комплект дисков XXR 527;XXR 527;"9.0x17"", 4x100.00, 4x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-61487329.html;26999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5/9.5x18"", 5x100.00, 5x114.30, ET28/22, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-62492927.html;27999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.0/9.0x18"", 5x114.30, ET40/38, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907340.html;21999;Комплект дисков Weds;Weds;"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-bbs-63503470.html;17999;New! Комплект дисков BBS;BBS;"7.5x16"", 5x100.00, 5x114.30, ET18, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-64213345.html;21999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"7.5x17"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-toyota-tlc200-64261353.html;29999;Комплект дисков Toyota TLC200;Toyota TLC200;"8.5x20"", 5x150.00, ET60, ЦО 110,0мм."
https://baza.drom.ru/chita/wheel/disc/new-novye-vossen-vps-305-inforged-64842176.html;21999;NEW ! Новые Vossen VPS 305 inforged;Vossen VPS 305 inforged;"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-65677250.html;26999;Дип. Shogun A1;Дип. Shogun A1;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-63199095.html;25999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-63243783.html;25999;Комплект дисков XXR 527;XXR 527;"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-bbs-63503510.html;21999;New! Комплект дисков BBS;BBS;"8.0x17"", 4x100.00, 4x114.30, ET20, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-lexus-64214167.html;27999;Комплект дисков Lexus;Lexus;"8.0x18"", 5x114.30, ET35, ЦО 60,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-lexus-64262807.html;22999;Комплект дисков Lexus;Lexus;"7.0x17"", 5x114.30, ET35, ЦО 60,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64841235.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.5x18"", 5x112.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64851116.html;21999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-64867336.html;21999;Дип. Shogun A1;Дип. Shogun A1;"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-64874356.html;21999;Дип. Shogun A1;Дип. Shogun A1;"9.5x17"", 5x114.30, ET15, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64914436.html;26999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-t7r-64261170.html;17999;Комплект дисков Work Emotion T7R;Work Emotion T7R;"7.0x16"", 4x98.00, 4x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-emotion-cr-kiwami-64356873.html;17999;New! Work Emotion Cr-Kiwami;Work Emotion Cr-Kiwami;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-65459489.html;26999;Комплект дисков XXR 527;XXR 527;"9.5/10.5x18"", 5x100.00, 5x114.30, ET30/18, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-62486182.html;32999;Комплект дисков Vossen VFS2;Vossen VFS2;"8.5x19"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-62602089.html;26999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-novye-toyota-lc-prado-150-r18-6x139-7-new-restajling-53409988.html;26999;NEW! Новые =Toyota-LC-Prado-150= R18 6x139,7 *NEW Рестайлинг*;=Toyota-LC-Prado-150= R18 6x139,7 * Рестайлинг*;"7.5x18"", 6x139.70, ET30, ЦО 106,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-55276642.html;21999;Комплект дисков XXR 527;XXR 527;"9.0x17"", 4x100.00, 4x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-56328117.html;18999;Комплект дисков XXR 527;XXR 527;"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-59311365.html;20999;Комплект дисков;;"7.5x17"", 4x100.00, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-61601082.html;21999;Комплект дисков Rays te37;Rays te37;"8.0x17"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cvt-62491480.html;21999;Комплект дисков Vossen CVT;Vossen CVT;"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-work-t7r-62675250.html;26999;New! Work T7R;Work T7R;"9.5x18"", 5x114.30, ET25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;26999;Комплект дисков XXR 527;XXR 527;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907449.html;21999;Комплект дисков Weds;Weds;"8.0/9.0x17"", 5x100.00, ET35/30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-63338468.html;26999;Дип. Shogun A1;Дип. Shogun A1;"10.5x18"", 5x114.30, ET15, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-50239291.html;21999;Комплект дисков Vossen CV3;Vossen CV3;"8.0x17"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-ce28-53068322.html;21999;Комплект дисков Rays CE28;Rays CE28;"9.0x17"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-55388581.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-55829327.html;21999;Комплект дисков Weds;Weds;"9.0x17"", 5x100.00, ET25, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-55865157.html;25999;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;"8.5x18"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-57632900.html;21999;Комплект дисков Weds;Weds;"9.0x17"", 5x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-61771132.html;21999;Комплект дисков Weds;Weds;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/chita/wheel/disc/new-komplekt-vossen-cv3-62819232.html;21999;New! Комплект Vossen CV3;Vossen CV3;"8.0x17"", 5x114.30, ET30, ЦО 73,1мм."
