link;price;title;title_short;annotation;diameter;width;et;pcd;type;dia;retail_price;brand;img;img_full;img_links;img_count;seller
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;27900;Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";"18""";"8.5/9.5""";35/30мм;100.00x5,114.30x5;Литой;;32900;Work Emotion CR-KAI;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://static.baza.farpost.ru/drom/1526239442726_default https://static.baza.farpost.ru/drom/1526239443452_default https://static.baza.farpost.ru/drom/1526239444217_default https://static.baza.farpost.ru/drom/1526239441191_default https://static.baza.farpost.ru/drom/1526239445769_default https://static.baza.farpost.ru/drom/1526239448179_default https://static.baza.farpost.ru/drom/1526239445052_default https://static.baza.farpost.ru/drom/1526239440347_default https://static.baza.farpost.ru/drom/1526239440507_default https://static.baza.farpost.ru/drom/1526239441298_default https://static.baza.farpost.ru/drom/1526239442031_default https://static.baza.farpost.ru/drom/1526239446596_default https://static.baza.farpost.ru/drom/1526239447346_default https://static.baza.farpost.ru/drom/1526239449042_default https://static.baza.farpost.ru/drom/1526239479355_default https://static.baza.farpost.ru/drom/1526239479776_default https://static.baza.farpost.ru/drom/1526240877608_default https://static.baza.farpost.ru/drom/1526240878121_default;18;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r18-101-2003-63222969.html;27900;Новые! Диповые JS 101E Work CR Kiwami R18 (101-2003);Диповые JS 101E Work CR Kiwami R18 (101-2003);"8.5x18"", 5x100.00, 5x114.30, ET35";"18""";"8.5""";35мм;100.00x5,114.30x5;Литой;;32900;Work Emotion CR-KAI;https://static.baza.farpost.ru/drom/1526239532821_bulletin;https://static.baza.farpost.ru/drom/1526239532821_default;https://static.baza.farpost.ru/drom/1526239532821_default https://static.baza.farpost.ru/drom/1526239533142_default https://static.baza.farpost.ru/drom/1526239533892_default https://static.baza.farpost.ru/drom/1526239534676_default https://static.baza.farpost.ru/drom/1526239536229_default https://static.baza.farpost.ru/drom/1526239539111_default https://static.baza.farpost.ru/drom/1526239547907_default https://static.baza.farpost.ru/drom/1526239578913_default https://static.baza.farpost.ru/drom/1526239579087_default https://static.baza.farpost.ru/drom/1526240886315_default https://static.baza.farpost.ru/drom/1526240886790_default;11;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r18-101-2004-63222962.html;27900;Новые! Диповые JS 101E Work CR Kiwami R18 (101-2004);Диповые JS 101E Work CR Kiwami R18 (101-2004);"9.5x18"", 5x100.00, 5x114.30, ET30";"18""";"9.5""";30мм;100.00x5,114.30x5;Литой;;32900;Work Emotion CR-KAI;https://static.baza.farpost.ru/drom/1526239618189_bulletin;https://static.baza.farpost.ru/drom/1526239618189_default;https://static.baza.farpost.ru/drom/1526239618189_default https://static.baza.farpost.ru/drom/1526239618983_default https://static.baza.farpost.ru/drom/1526239619807_default https://static.baza.farpost.ru/drom/1526239620549_default https://static.baza.farpost.ru/drom/1526239621272_default https://static.baza.farpost.ru/drom/1526239616001_default https://static.baza.farpost.ru/drom/1526239622108_default https://static.baza.farpost.ru/drom/1526239662820_default https://static.baza.farpost.ru/drom/1526239662937_default https://static.baza.farpost.ru/drom/1526240895855_default https://static.baza.farpost.ru/drom/1526240896329_default;11;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-0025-r-60827214.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-0025 R);Диповые JS 401 Rota Volk Racing TE37 R17 (401-0025 R);"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;114.30x5;Литой;73,1 мм.;29900;RAYS VOLK RACING TE37 SL;https://static.baza.farpost.ru/drom/1528911564771_bulletin;https://static.baza.farpost.ru/drom/1528911564771_default;https://static.baza.farpost.ru/drom/1528911564771_default https://static.baza.farpost.ru/drom/1528911565207_default https://static.baza.farpost.ru/drom/1528911565636_default https://static.baza.farpost.ru/drom/1528911566037_default https://static.baza.farpost.ru/drom/1528911566435_default https://static.baza.farpost.ru/drom/1528911566855_default https://static.baza.farpost.ru/drom/1528911622311_default https://static.baza.farpost.ru/drom/1528911567806_default https://static.baza.farpost.ru/drom/1528915740269_default;9;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-vossen-vfs-2-silver-machined-r17-502-0011-63986691.html;21900;Новые! Vossen VFS-2 Silver Machined R17 (502-0011);Vossen VFS-2 Silver Machined R17 (502-0011);"7.5x17"", 4x100.00, 4x114.30, ET42, ЦО 73,1мм.";"17""";"7.5""";42мм;100.00x4,114.30x4;Литой;73,1 мм.;26900;Vossen VFS-2;https://static.baza.farpost.ru/drom/1528390017954_bulletin;https://static.baza.farpost.ru/drom/1528390017954_default;https://static.baza.farpost.ru/drom/1528390017954_default https://static.baza.farpost.ru/drom/1528390018150_default https://static.baza.farpost.ru/drom/1528390018606_default https://static.baza.farpost.ru/drom/1528390019098_default https://static.baza.farpost.ru/drom/1528390019731_default https://static.baza.farpost.ru/drom/1528390020160_default https://static.baza.farpost.ru/drom/1528390020625_default https://static.baza.farpost.ru/drom/1528390021049_default https://static.baza.farpost.ru/drom/1528390021485_default https://static.baza.farpost.ru/drom/1528390021926_default https://static.baza.farpost.ru/drom/1528390022339_default https://static.baza.farpost.ru/drom/1528257921532_default https://static.baza.farpost.ru/drom/1528257925063_default https://static.baza.farpost.ru/drom/1528257919283_default https://static.baza.farpost.ru/drom/1528257960353_default https://static.baza.farpost.ru/drom/1528390341979_default;16;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r18-hyper-101-2002-63222834.html;27900;Новые! Диповые JS 101E Work CR Kiwami R18 Hyper (101-2002);Диповые JS 101E Work CR Kiwami R18 Hyper (101-2002);"9.5x18"", 5x100.00, 5x114.30, ET30";"18""";"9.5""";30мм;100.00x5,114.30x5;Литой;;32900;Work Emotion CR-KAI;https://static.baza.farpost.ru/drom/1526237562048_bulletin;https://static.baza.farpost.ru/drom/1526237562048_default;https://static.baza.farpost.ru/drom/1526237562048_default https://static.baza.farpost.ru/drom/1526237561010_default https://static.baza.farpost.ru/drom/1526237556560_default https://static.baza.farpost.ru/drom/1526237557404_default https://static.baza.farpost.ru/drom/1526237558845_default https://static.baza.farpost.ru/drom/1526237559782_default https://static.baza.farpost.ru/drom/1526237555156_default https://static.baza.farpost.ru/drom/1526237555886_default https://static.baza.farpost.ru/drom/1526238552031_default https://static.baza.farpost.ru/drom/1526238552412_default https://static.baza.farpost.ru/drom/1526240904646_default https://static.baza.farpost.ru/drom/1526240914157_default;12;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/sale-novye-js-406-work-meister-r17-406-0001-58652753.html;22900;SALE! Новые! JS 406 Work Meister R17 (406-0001);JS 406 Work Meister R17 (406-0001);"8.5x17"", 5x114.30, ET25";"17""";"8.5""";25мм;114.30x5;Литой;;27900;Work;https://static.baza.farpost.ru/drom/1509731002926_bulletin;https://static.baza.farpost.ru/drom/1509731002926_default;https://static.baza.farpost.ru/drom/1509731002926_default https://static.baza.farpost.ru/drom/1509731003509_default https://static.baza.farpost.ru/drom/1509731005014_default https://static.baza.farpost.ru/drom/1509731006735_default https://static.baza.farpost.ru/drom/1509731008062_default https://static.baza.farpost.ru/drom/1509731009791_default https://static.baza.farpost.ru/drom/1509731012737_default https://static.baza.farpost.ru/drom/1509731014550_default https://static.baza.farpost.ru/drom/1509731015691_default https://static.baza.farpost.ru/drom/1509731017258_default https://static.baza.farpost.ru/drom/1509731018832_default https://static.baza.farpost.ru/drom/1509731023772_default https://static.baza.farpost.ru/drom/1509731025582_default https://static.baza.farpost.ru/drom/1509731027600_default https://static.baza.farpost.ru/drom/1518367145589_default https://static.baza.farpost.ru/drom/1518367146093_default https://static.baza.farpost.ru/drom/1518367146768_default https://static.baza.farpost.ru/drom/1518367328651_default https://static.baza.farpost.ru/drom/1518367328728_default https://static.baza.farpost.ru/drom/1510064808564_default https://static.baza.farpost.ru/drom/1510064805750_default https://static.baza.farpost.ru/drom/1510064804189_default https://static.baza.farpost.ru/drom/1510064801936_default https://static.baza.farpost.ru/drom/1510064798629_default https://static.baza.farpost.ru/drom/1518367155390_default https://static.baza.farpost.ru/drom/1509120565241_default https://static.baza.farpost.ru/drom/1509120572769_default https://static.baza.farpost.ru/drom/1509120574231_default https://static.baza.farpost.ru/drom/1509120708111_default;29;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-102-gunmetal-r18-102-0001-0002-55765014.html;31900;Новые! Разноширокие JS 102 Gunmetal R18 (102-0001/0002);Разноширокие JS 102 Gunmetal R18 (102-0001/0002);"9.5/10.5x18"", 5x120.00, ET22/15";"18""";"9.5/10.5""";22/15мм;120.00x5;Литой;;36900;Enkei;https://static.baza.farpost.ru/drom/1524927165874_bulletin;https://static.baza.farpost.ru/drom/1524927165874_default;https://static.baza.farpost.ru/drom/1524927165874_default https://static.baza.farpost.ru/drom/1524927166117_default https://static.baza.farpost.ru/drom/1524927166751_default https://static.baza.farpost.ru/drom/1524927167423_default https://static.baza.farpost.ru/drom/1524927168075_default https://static.baza.farpost.ru/drom/1524927168736_default https://static.baza.farpost.ru/drom/1524927169372_default https://static.baza.farpost.ru/drom/1524927170018_default https://static.baza.farpost.ru/drom/1524927170697_default https://static.baza.farpost.ru/drom/1524927171342_default https://static.baza.farpost.ru/drom/1524927172002_default https://static.baza.farpost.ru/drom/1524927172644_default https://static.baza.farpost.ru/drom/1524927173280_default https://static.baza.farpost.ru/drom/1502114804379_default https://static.baza.farpost.ru/drom/1514513006459_default https://static.baza.farpost.ru/drom/1502114802387_default https://static.baza.farpost.ru/drom/1502114803778_default https://static.baza.farpost.ru/drom/1502114805444_default https://static.baza.farpost.ru/drom/1514513013623_default;19;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0002-63986653.html;27900;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0002);Диповые JS 106 Advan RG3 Hyper R18 (106-0002);"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";"18""";"9.5""";30мм;100.00x5,114.30x5;Литой;73,1 мм.;32900;Advan Racing RGIII;https://static.baza.farpost.ru/drom/1528375043375_bulletin;https://static.baza.farpost.ru/drom/1528375043375_default;https://static.baza.farpost.ru/drom/1528375043375_default https://static.baza.farpost.ru/drom/1528375049536_default https://static.baza.farpost.ru/drom/1528375053588_default https://static.baza.farpost.ru/drom/1528375087577_default https://static.baza.farpost.ru/drom/1528375070568_default https://static.baza.farpost.ru/drom/1528375156276_default https://static.baza.farpost.ru/drom/1528375172526_default https://static.baza.farpost.ru/drom/1528375206562_default https://static.baza.farpost.ru/drom/1528375223527_default https://static.baza.farpost.ru/drom/1528375240518_default https://static.baza.farpost.ru/drom/1528375257583_default https://static.baza.farpost.ru/drom/1528375308547_default https://static.baza.farpost.ru/drom/1528257702959_default;13;WorldWheels
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0001-63986635.html;27900;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0001);Диповые JS 106 Advan RG3 Hyper R18 (106-0001);"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;100.00x5,114.30x5;Литой;73,1 мм.;32900;Advan Racing RGIII;https://static.baza.farpost.ru/drom/1528375024563_bulletin;https://static.baza.farpost.ru/drom/1528375024563_default;https://static.baza.farpost.ru/drom/1528375024563_default https://static.baza.farpost.ru/drom/1528375026611_default https://static.baza.farpost.ru/drom/1528375077967_default https://static.baza.farpost.ru/drom/1528375094766_default https://static.baza.farpost.ru/drom/1528375060557_default https://static.baza.farpost.ru/drom/1528375213896_default https://static.baza.farpost.ru/drom/1528375230769_default https://static.baza.farpost.ru/drom/1528375247738_default https://static.baza.farpost.ru/drom/1528375281833_default https://static.baza.farpost.ru/drom/1528375315875_default https://static.baza.farpost.ru/drom/1528257627907_default;11;WorldWheels
