link;price;title;title_short;annotation
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0002-63986653.html;27900;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0002);Диповые JS 106 Advan RG3 Hyper R18 (106-0002);"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg3-hyper-r18-106-0001-63986635.html;27900;Новые! Диповые JS 106 Advan RG3 Hyper R18 (106-0001);Диповые JS 106 Advan RG3 Hyper R18 (106-0001);"8.5x18"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-106-advan-rg2-gold-r16-106-0021-63986531.html;19900;Новые! Диповые JS 106 Advan RG2 Gold R16 (106-0021);Диповые JS 106 Advan RG2 Gold R16 (106-0021);"7.0x16"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r16-401-0006-r-64117851.html;21900;Новые! Диповые JS 401 Rota Volk Racing TE37 R16 (401-0006 R);Диповые JS 401 Rota Volk Racing TE37 R16 (401-0006 R);"8.0x16"", 4x100.00, 4x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-work-emotion-cr-kai-r18-904-0003-53646721.html;8000;ПАРА новых дисков Work Emotion CR-Kai R18 (904-0003);Work Emotion CR-Kai R18 (904-0003);"8.0x18"", 5x100.00, 5x112.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8925-8001-64488153.html;28900;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8925/8001);Разноширокие JS 107 Hyper Work T7R R18 (107-8925/8001);"9.5/10.5x18"", 5x114.30, ET38/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8926-8001-64488149.html;28900;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8926/8001);Разноширокие JS 107 Hyper Work T7R R18 (107-8926/8001);"9.5/10.5x18"", 5x114.30, ET30/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8928-8001-64488144.html;28900;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8928/8001);Разноширокие JS 107 Hyper Work T7R R18 (107-8928/8001);"9.5/10.5x18"", 5x114.30, ET12/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-hyper-work-t7r-r18-107-8927-8001-64488125.html;28900;Новые! Разноширокие JS 107 Hyper Work T7R R18 (107-8927/8001);Разноширокие JS 107 Hyper Work T7R R18 (107-8927/8001);"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-bronze-work-t7r-r18-107-8924-8003-64488112.html;28900;Новые! Разноширокие JS 107 Bronze Work T7R R18 (107-8924/8003);Разноширокие JS 107 Bronze Work T7R R18 (107-8924/8003);"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-white-work-t7r-r18-107-8921-8002-64488083.html;28900;Новые! Разноширокие JS 107 White Work T7R R18 (107-8921/8002);Разноширокие JS 107 White Work T7R R18 (107-8921/8002);"9.5/10.5x18"", 5x114.30, ET22/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-106-advan-rg3-hyper-r18-106-0001-0002-63986660.html;27900;Новые! Разноширокие JS 106 Advan RG3 Hyper R18 (106-0001/0002);Разноширокие JS 106 Advan RG3 Hyper R18 (106-0001/0002);"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-matt-black-work-t7r-r18-107-8901-64488015.html;27900;Новые! Диповые JS 107 Matt Black Work T7R R18 (107-8901);Диповые JS 107 Matt Black Work T7R R18 (107-8901);"9.5x18"", 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r18-107-8928-64488005.html;27900;Новые! Диповые JS 107 Hyper Work T7R R18 (107-8928);Диповые JS 107 Hyper Work T7R R18 (107-8928);"9.5x18"", 5x114.30, ET12, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r18-107-8925-64487982.html;27900;Новые! Диповые JS 107 Hyper Work T7R R18 (107-8925);Диповые JS 107 Hyper Work T7R R18 (107-8925);"9.5x18"", 5x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r16-401-0019-r-64117583.html;21900;Новые! Диповые JS 401 Rota Volk Racing TE37 R16 (401-0019 R);Диповые JS 401 Rota Volk Racing TE37 R16 (401-0019 R);"8.0x16"", 5x114.30, ET28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r16-401-0017-r-64256553.html;21900;Новые! Диповые JS 401 Rota Volk Racing TE37 R16 (401-0017 R);Диповые JS 401 Rota Volk Racing TE37 R16 (401-0017 R);"7.0x16"", 4x100.00, 4x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r17-64208097.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 SL R17;Диповые JS 401 Rota Volk Racing TE37 SL R17;"8.0x17"", 4x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-vossen-cv3-gunmetal-r17-503-0002-58556540.html;9800;ПАРА новых дисков Vossen CV3 Gunmetal R17 (503-0002);Vossen CV3 Gunmetal R17 (503-0002);"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-lexus-f-sport-hyper-r17-333-0002-58556648.html;9800;ПАРА новых дисков Lexus F-Sport Hyper R17 (333-0002);Lexus F-Sport Hyper R17 (333-0002);"7.5x17"", 5x114.30, ET45, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-bronze-work-t7r-r18-107-8924-64487570.html;27900;Новые! Диповые JS 107 Bronze Work T7R R18 (107-8924);Диповые JS 107 Bronze Work T7R R18 (107-8924);"9.5x18"", 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-107-bronze-work-t7r-r18-107-8813-8913-64487366.html;27900;Новые! Разноширокие JS 107 Bronze Work T7R R18 (107-8813/8913);Разноширокие JS 107 Bronze Work T7R R18 (107-8813/8913);"8.5/9.5x18"", 5x100.00, ET45/38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-vs-505-hyper-r17-505-7701-64786800.html;25900;Новые! VS 505 Hyper R17 (505-7701);VS 505 Hyper R17 (505-7701);"7.5x17"", 5x100.00, ET40, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r15-401-0016-r-64118102.html;19900;Новые! Диповые JS 401 Rota Volk Racing TE37 R15 (401-0016 R);Диповые JS 401 Rota Volk Racing TE37 R15 (401-0016 R);"7.0x15"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-0008-r-64160876.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-0008 R);Диповые JS 401 Rota Volk Racing TE37 R17 (401-0008 R);"9.0x17"", 5x100.00, ET25, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novinka-topovye-vs-600-wald-jarret-r20-600-0021-63899474.html;43900;Новинка! Топовые VS 600 Wald Jarret R20 (600-0021);VS 600 Wald Jarret R20 (600-0021);"10.0x20"", 5x130.00, ET45, ЦО 84,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-vs-505-hre-r17-gunmetal-505-0011-56972985.html;9800;ПАРА новых дисков VS 505 HRE R17 Gunmetal (505-0011);VS 505 HRE R17 Gunmetal (505-0011);"7.5x17"", 5x108.00, ET38, ЦО 63,4мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-bronze-work-t7r-r18-107-8913-64487308.html;27900;Новые! Диповые JS 107 Bronze Work T7R R18 (107-8913);Диповые JS 107 Bronze Work T7R R18 (107-8913);"9.5x18"", 5x100.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-7853-r-64210629.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-7853 R);Диповые JS 401 Rota Volk Racing TE37 R17 (401-7853 R);"8.0x17"", 5x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r18-401-8000-r-64254047.html;28900;Новые! Диповые JS 401 Rota Volk Racing TE37 R18 (401-8000 R);Диповые JS 401 Rota Volk Racing TE37 R18 (401-8000 R);"10.0x18"", 5x114.30, ET18, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-0024-r-64113743.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-0024 R);Диповые JS 401 Rota Volk Racing TE37 R17 (401-0024 R);"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-7851-r-64210584.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-7851 R);Диповые JS 401 Rota Volk Racing TE37 R17 (401-7851 R);"8.0x17"", 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r18-107-8836-64486852.html;27900;Новые! Диповые JS 107 Hyper Work T7R R18 (107-8836);Диповые JS 107 Hyper Work T7R R18 (107-8836);"8.5x18"", 5x120.00, ET35, ЦО 72,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-0017-0006-r-64256588.html;21900;Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-0017/0006 R);Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-0017/0006 R);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-topovye-js-408-ssr-professor-r17-408-0002-64264862.html;24900;Новые! Топовые JS 408 SSR Professor R17 (408-0002);JS 408 SSR Professor R17 (408-0002);"7.5x17"", 5x100.00, 5x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-bronze-work-t7r-r18-107-8813-64486724.html;27900;Новые! Диповые JS 107 Bronze Work T7R R18 (107-8813);Диповые JS 107 Bronze Work T7R R18 (107-8813);"8.5x18"", 5x100.00, ET45, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novinka-js-107-bronze-ultra-deep-r18-107-8003-64486497.html;29900;Новинка! JS 107 Bronze Ultra Deep R18 (107-8003);JS 107 Bronze Ultra Deep R18 (107-8003);"10.5x18"", 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novinka-js-107-white-ultra-deep-r18-107-8002-64486480.html;29900;Новинка! JS 107 White Ultra Deep R18 (107-8002);JS 107 White Ultra Deep R18 (107-8002);"10.5x18"", 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/para-novyh-diskov-vossen-vps-303-machined-r18-507-0001-59755082.html;12800;ПАРА новых дисков Vossen VPS-303 Machined R18 (507-0001);Vossen VPS-303 Machined R18 (507-0001);"9.0x18"", 5x114.30, ET33, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novinka-js-107-hyper-ultra-deep-r18-107-8001-64486271.html;29900;Новинка! JS 107 Hyper Ultra Deep R18 (107-8001);JS 107 Hyper Ultra Deep R18 (107-8001);"10.5x18"", 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-7852-63983504.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-7852);Диповые JS 401 Rota Volk Racing TE37 R17 (401-7852);"8.0x17"", 5x108.00, ET35, ЦО 63,4мм."
https://baza.drom.ru/vladivostok/wheel/disc/novinka-topovye-vs-600-wald-jarret-r20-600-0001-63899770.html;43900;Новинка! Топовые VS 600 Wald Jarret R20 (600-0001);VS 600 Wald Jarret R20 (600-0001);"10.0x20"", 5x150.00, ET0, ЦО 110,5мм."
https://baza.drom.ru/vladivostok/wheel/disc/skidka-novye-dipovye-js-101-work-cr-kiwami-r19-101-0019-56186854.html;29900;Скидка! Новые! Диповые JS 101 Work CR Kiwami R19 (101-0019);Диповые JS 101 Work CR Kiwami R19 (101-0019);"10.5x19"", 5x120.00, ET22"
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-bronze-work-t7r-r17-107-7826-64486125.html;24900;Новые! Диповые JS 107 Bronze Work T7R R17 (107-7826);Диповые JS 107 Bronze Work T7R R17 (107-7826);"8.0x17"", 5x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-bronze-work-t7r-r17-107-7822-64486106.html;24900;Новые! Диповые JS 107 Bronze Work T7R R17 (107-7822);Диповые JS 107 Bronze Work T7R R17 (107-7822);"8.0x17"", 5x100.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-bronze-work-t7r-r17-107-7821-64486084.html;24900;Новые! Диповые JS 107 Bronze Work T7R R17 (107-7821);Диповые JS 107 Bronze Work T7R R17 (107-7821);"8.0x17"", 4x100.00, 4x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r17-107-7806-64486055.html;24900;Новые! Диповые JS 107 Hyper Work T7R R17 (107-7806);Диповые JS 107 Hyper Work T7R R17 (107-7806);"8.0x17"", 5x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r17-107-7805-64486039.html;24900;Новые! Диповые JS 107 Hyper Work T7R R17 (107-7805);Диповые JS 107 Hyper Work T7R R17 (107-7805);"8.0x17"", 5x112.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r18-401-0003-r-64104313.html;28900;Новые! Диповые JS 401 Rota Volk Racing TE37 R18 (401-0003 R);Диповые JS 401 Rota Volk Racing TE37 R18 (401-0003 R);"10.0x18"", 5x114.30, ET27, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r17-107-7804-64486021.html;24900;Новые! Диповые JS 107 Hyper Work T7R R17 (107-7804);Диповые JS 107 Hyper Work T7R R17 (107-7804);"8.0x17"", 5x108.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r17-107-7802-64485980.html;24900;Новые! Диповые JS 107 Hyper Work T7R R17 (107-7802);Диповые JS 107 Hyper Work T7R R17 (107-7802);"8.0x17"", 5x100.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r17-107-7801-64485862.html;24900;Новые! Диповые JS 107 Hyper Work T7R R17 (107-7801);Диповые JS 107 Hyper Work T7R R17 (107-7801);"8.0x17"", 4x100.00, 4x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r18-401-8900-r-64254120.html;28900;Новые! Диповые JS 401 Rota Volk Racing TE37 R18 (401-8900 R);Диповые JS 401 Rota Volk Racing TE37 R18 (401-8900 R);"9.0x18"", 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r18-401-8900-8000-r-64254176.html;28900;Новые! Разноширокие JS 401 Rota Volk Racing TE37 R18 (401-8900/8000 R);Разноширокие JS 401 Rota Volk Racing TE37 R18 (401-8900/8000 R);"9.0/10.0x18"", 5x114.30, ET30/18, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-105-gunmetal-r18-105-0007-0008-56188755.html;29900;Новые! Разноширокие JS 105 Gunmetal R18 (105-0007/0008);Разноширокие JS 105 Gunmetal R18 (105-0007/0008);"9.5/10.5x18"", 5x120.00, ET28/22"
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-102-gunmetal-r18-102-0001-57574561.html;31900;Новые! Диповые JS 102 Gunmetal R18 (102-0001);Диповые JS 102 Gunmetal R18 (102-0001);"9.5x18"", 5x120.00, ET22, ЦО 72,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/novinka-topovye-vs-600-wald-jarret-r20-lexus-lx570-lc200-600-0005-64076059.html;43900;Новинка! Топовые VS 600 Wald Jarret R20 Lexus LX570 LC200 (600-0005);VS 600 Wald Jarret R20 Lexus LX570 LC200 (600-0005);"10.0x20"", 5x150.00, ET0, ЦО 110,5мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-work-t7r-r18-107-8927-62398319.html;27900;Новые! Диповые JS 107 Hyper Work T7R R18 (107-8927);Диповые JS 107 Hyper Work T7R R18 (107-8927);"9.5x18"", 5x114.30, ET22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznovynosnye-js-107-hyper-work-t7r-r18-107-8926-8927-62398399.html;27900;Новые! Разновыносные JS 107 Hyper Work T7R R18 (107-8926/8927);Разновыносные JS 107 Hyper Work T7R R18 (107-8926/8927);"9.5/9.5x18"", 5x114.30, ET30/22, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r16-401-6702-59816236.html;21900;Новые! Диповые JS 401 Rota Volk Racing TE37 R16 (401-6702);Диповые JS 401 Rota Volk Racing TE37 R16 (401-6702);"7.0x16"", 4x100.00, 4x114.30, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-r17-401-7841-r-64207378.html;24900;Новые! Диповые JS 401 Rota Volk Racing TE37 R17 (401-7841 R);Диповые JS 401 Rota Volk Racing TE37 R17 (401-7841 R);"8.0x17"", 4x100.00, ET35, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-exkljuzivnye-js-407-machined-r17-407-0002-63077092.html;25900;Новые! Эксклюзивные JS 407 Machined R17 (407-0002);ные JS 407 Machined R17 (407-0002);"8.0x17"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r19-105-9805-64782619.html;35900;Новые! Диповые JS 105 Hyper R19 (105-9805);Диповые JS 105 Hyper R19 (105-9805);"8.5x19"", 5x120.00, ET35, ЦО 72,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r19-105-9803-64782577.html;35900;Новые! Диповые JS 105 Hyper R19 (105-9803);Диповые JS 105 Hyper R19 (105-9803);"8.5x19"", 5x112.00, ET35, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r17-105-7804-64782524.html;24900;Новые! Диповые JS 105 Hyper R17 (105-7804);Диповые JS 105 Hyper R17 (105-7804);"8.0x17"", 5x114.30, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r17-105-7803-64782512.html;24900;Новые! Диповые JS 105 Hyper R17 (105-7803);Диповые JS 105 Hyper R17 (105-7803);"8.0x17"", 5x112.00, ET38, ЦО 66,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r17-105-7802-64782497.html;24900;Новые! Диповые JS 105 Hyper R17 (105-7802);Диповые JS 105 Hyper R17 (105-7802);"8.0x17"", 5x108.00, ET38"
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-102-gunmetal-r18-102-0002-55765163.html;31900;Новые! Диповые JS 102 Gunmetal R18 (102-0002);Диповые JS 102 Gunmetal R18 (102-0002);"10.5x18"", 5x120.00, ET15, ЦО 72,6мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r17-105-7801-64782396.html;24900;Новые! Диповые JS 105 Hyper R17 (105-7801);Диповые JS 105 Hyper R17 (105-7801);"8.0x17"", 5x100.00, ET38, ЦО 73,1мм."
https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r18-401-0010-0011-55171644.html;28900;Новые! Разноширокие JS 401 Rota Volk Racing TE37 R18 (401-0010/0011);Разноширокие JS 401 Rota Volk Racing TE37 R18 (401-0010/0011);"9.0/10.0x18"", 5x114.30, ET30/18, ЦО 73,1мм."
